dataset,size,quality,algorithm,signal,seed,mi_value,umis_per_cell
PBMC,100,0.02422,SCVI,protein_counts,2303,1.91412,196
PBMC,100,0.02422,SCVI,protein_counts,2701,1.96849,196
PBMC,100,0.050973,Geneformer,celltype.l3,42,1.78697,413
PBMC,100,0.050973,Geneformer,celltype.l3,2701,1.8063,413
PBMC,100,0.050973,Geneformer,protein_counts,42,1.87995,413
PBMC,100,0.050973,Geneformer,protein_counts,2701,2.05099,413
PBMC,100,0.050973,PCA,celltype.l3,42,1.99843,413
PBMC,100,0.050973,PCA,celltype.l3,2303,1.83831,413
PBMC,100,0.050973,PCA,celltype.l3,2701,1.85493,413
PBMC,100,0.050973,PCA,protein_counts,42,2.12343,413
PBMC,100,0.050973,PCA,protein_counts,2303,2.00282,413
PBMC,100,0.050973,PCA,protein_counts,2701,2.20981,413
PBMC,100,0.050973,RandomProjection,celltype.l3,42,1.13687,413
PBMC,100,0.050973,RandomProjection,celltype.l3,2303,1.16133,413
PBMC,100,0.050973,RandomProjection,celltype.l3,2701,1.15161,413
PBMC,100,0.050973,RandomProjection,protein_counts,42,1.31767,413
PBMC,100,0.050973,RandomProjection,protein_counts,2701,1.39968,413
PBMC,100,0.050973,SCVI,celltype.l3,42,2.00866,413
PBMC,100,0.050973,SCVI,celltype.l3,2303,1.98574,413
PBMC,100,0.050973,SCVI,celltype.l3,2701,2.01765,413
PBMC,100,0.050973,SCVI,protein_counts,42,2.304,413
PBMC,100,0.050973,SCVI,protein_counts,2701,2.305,413
PBMC,100,0.1072766,Geneformer,celltype.l3,42,1.83914,869
PBMC,100,0.1072766,Geneformer,celltype.l3,2701,1.97561,869
PBMC,100,0.1072766,Geneformer,protein_counts,42,1.82442,869
PBMC,100,0.1072766,Geneformer,protein_counts,2701,2.1171,869
PBMC,100,0.1072766,PCA,celltype.l3,42,2.33522,869
PBMC,100,0.1072766,PCA,celltype.l3,2303,2.19065,869
PBMC,100,0.1072766,PCA,celltype.l3,2701,2.27531,869
PBMC,100,0.1072766,PCA,protein_counts,42,2.47401,869
PBMC,100,0.1072766,PCA,protein_counts,2303,2.42649,869
PBMC,100,0.1072766,PCA,protein_counts,2701,2.55425,869
PBMC,100,0.1072766,RandomProjection,celltype.l3,42,1.53072,869
PBMC,100,0.1072766,RandomProjection,celltype.l3,2701,1.52836,869
PBMC,100,0.1072766,RandomProjection,protein_counts,42,1.8218,869
PBMC,100,0.1072766,RandomProjection,protein_counts,2701,1.85624,869
PBMC,100,0.1072766,SCVI,celltype.l3,42,2.30611,869
PBMC,100,0.1072766,SCVI,celltype.l3,2701,2.32456,869
PBMC,100,0.1072766,SCVI,protein_counts,42,2.53993,869
PBMC,100,0.1072766,SCVI,protein_counts,2701,2.62815,869
PBMC,100,0.225772,Geneformer,celltype.l3,42,1.82255,1829
PBMC,100,0.225772,Geneformer,celltype.l3,2303,1.98055,1829
PBMC,100,0.225772,Geneformer,celltype.l3,2701,1.90867,1829
PBMC,100,0.225772,Geneformer,protein_counts,42,1.67789,1829
PBMC,100,0.225772,Geneformer,protein_counts,2303,1.98592,1829
PBMC,100,0.225772,Geneformer,protein_counts,2701,1.88992,1829
PBMC,100,0.225772,PCA,celltype.l3,42,2.54563,1829
PBMC,100,0.225772,PCA,celltype.l3,2701,2.52608,1829
PBMC,100,0.225772,PCA,protein_counts,42,2.81621,1829
PBMC,100,0.225772,PCA,protein_counts,2701,2.88047,1829
PBMC,100,0.225772,RandomProjection,celltype.l3,42,1.80258,1829
PBMC,100,0.225772,RandomProjection,celltype.l3,2303,1.78299,1829
PBMC,100,0.225772,RandomProjection,celltype.l3,2701,1.81932,1829
PBMC,100,0.225772,RandomProjection,protein_counts,42,2.27839,1829
PBMC,100,0.225772,RandomProjection,protein_counts,2701,2.23993,1829
PBMC,100,0.225772,SCVI,celltype.l3,42,2.54832,1829
PBMC,100,0.225772,SCVI,celltype.l3,2303,2.48177,1829
PBMC,100,0.225772,SCVI,celltype.l3,2701,2.48649,1829
PBMC,100,0.225772,SCVI,protein_counts,42,2.74317,1829
PBMC,100,0.225772,SCVI,protein_counts,2303,2.93414,1829
PBMC,100,0.225772,SCVI,protein_counts,2701,2.64464,1829
PBMC,100,0.4751547,Geneformer,celltype.l3,42,1.88406,3849
PBMC,100,0.4751547,Geneformer,celltype.l3,2303,1.85204,3849
PBMC,100,0.4751547,Geneformer,celltype.l3,2701,1.90439,3849
PBMC,100,0.4751547,Geneformer,protein_counts,42,1.52546,3849
PBMC,100,0.4751547,Geneformer,protein_counts,2303,1.80552,3849
PBMC,100,0.4751547,Geneformer,protein_counts,2701,1.74866,3849
PBMC,100,0.4751547,PCA,celltype.l3,42,2.80633,3849
PBMC,100,0.4751547,PCA,celltype.l3,2701,2.77187,3849
PBMC,100,0.4751547,PCA,protein_counts,42,3.16044,3849
PBMC,100,0.4751547,PCA,protein_counts,2701,3.24621,3849
PBMC,100,0.4751547,RandomProjection,celltype.l3,42,2.16024,3849
PBMC,100,0.4751547,RandomProjection,celltype.l3,2701,2.18977,3849
PBMC,100,0.4751547,RandomProjection,protein_counts,42,2.47871,3849
PBMC,100,0.4751547,RandomProjection,protein_counts,2701,2.60175,3849
PBMC,100,0.4751547,SCVI,celltype.l3,42,2.75399,3849
PBMC,100,0.4751547,SCVI,celltype.l3,2701,2.69542,3849
PBMC,100,0.4751547,SCVI,protein_counts,42,3.11692,3849
PBMC,100,0.4751547,SCVI,protein_counts,2701,2.89632,3849
PBMC,100,1.0,Geneformer,celltype.l3,42,2.3141,8100
PBMC,100,1.0,Geneformer,celltype.l3,2701,2.29579,8100
PBMC,100,1.0,Geneformer,protein_counts,42,1.71489,8100
PBMC,100,1.0,Geneformer,protein_counts,2701,2.14159,8100
PBMC,100,1.0,PCA,celltype.l3,42,3.15794,8100
PBMC,100,1.0,PCA,celltype.l3,2701,3.12929,8100
PBMC,100,1.0,PCA,protein_counts,42,3.66277,8100
PBMC,100,1.0,PCA,protein_counts,2701,3.64559,8100
PBMC,100,1.0,RandomProjection,celltype.l3,42,2.40482,8100
PBMC,100,1.0,RandomProjection,celltype.l3,2701,2.42923,8100
PBMC,100,1.0,RandomProjection,protein_counts,42,2.81897,8100
PBMC,100,1.0,RandomProjection,protein_counts,2701,2.83812,8100
PBMC,100,1.0,SCVI,celltype.l3,42,2.8023,8100
PBMC,100,1.0,SCVI,celltype.l3,2303,2.73062,8100
PBMC,100,1.0,SCVI,celltype.l3,2701,2.83461,8100
PBMC,100,1.0,SCVI,protein_counts,42,2.70096,8100
PBMC,100,1.0,SCVI,protein_counts,2303,3.24725,8100
PBMC,100,1.0,SCVI,protein_counts,2701,2.7576,8100
PBMC,215,0.0012346,Geneformer,celltype.l3,42,0.497,10
PBMC,215,0.0012346,Geneformer,celltype.l3,2701,0.46596,10
PBMC,215,0.0012346,Geneformer,protein_counts,42,0.69048,10
PBMC,215,0.0012346,Geneformer,protein_counts,2701,0.70777,10
PBMC,215,0.0012346,PCA,celltype.l3,42,0.36306,10
PBMC,215,0.0012346,PCA,celltype.l3,2303,0.29381,10
PBMC,215,0.0012346,PCA,celltype.l3,2701,0.35083,10
PBMC,215,0.0012346,PCA,protein_counts,42,0.35872,10
PBMC,215,0.0012346,PCA,protein_counts,2303,0.34461,10
PBMC,215,0.0012346,PCA,protein_counts,2701,0.37188,10
PBMC,215,0.0012346,RandomProjection,celltype.l3,42,0.15456,10
PBMC,215,0.0012346,RandomProjection,celltype.l3,2701,0.16097,10
PBMC,215,0.0012346,RandomProjection,protein_counts,42,0.23974,10
PBMC,215,0.0012346,RandomProjection,protein_counts,2701,0.21626,10
PBMC,215,0.0012346,SCVI,celltype.l3,42,0.19455,10
PBMC,215,0.0012346,SCVI,celltype.l3,2303,0.23568,10
PBMC,215,0.0012346,SCVI,celltype.l3,2701,0.21205,10
PBMC,215,0.0012346,SCVI,protein_counts,42,0.21663,10
PBMC,215,0.0012346,SCVI,protein_counts,2303,0.26248,10
PBMC,215,0.0012346,SCVI,protein_counts,2701,0.2553,10
PBMC,215,0.0025982,Geneformer,celltype.l3,42,0.78458,21
PBMC,215,0.0025982,Geneformer,celltype.l3,2701,0.78061,21
PBMC,215,0.0025982,Geneformer,protein_counts,42,1.00157,21
PBMC,215,0.0025982,Geneformer,protein_counts,2701,0.99765,21
PBMC,215,0.0025982,PCA,celltype.l3,42,0.56846,21
PBMC,215,0.0025982,PCA,celltype.l3,2701,0.55971,21
PBMC,215,0.0025982,PCA,protein_counts,42,0.59355,21
PBMC,215,0.0025982,PCA,protein_counts,2701,0.56674,21
PBMC,215,0.0025982,RandomProjection,celltype.l3,42,0.19657,21
PBMC,215,0.0025982,RandomProjection,celltype.l3,2701,0.12768,21
PBMC,215,0.0025982,RandomProjection,protein_counts,42,0.29903,21
PBMC,215,0.0025982,RandomProjection,protein_counts,2701,0.30596,21
PBMC,215,0.0025982,SCVI,celltype.l3,42,0.43702,21
PBMC,215,0.0025982,SCVI,celltype.l3,2303,0.42379,21
PBMC,215,0.0025982,SCVI,celltype.l3,2701,0.48205,21
PBMC,215,0.0025982,SCVI,protein_counts,42,0.51718,21
PBMC,215,0.0025982,SCVI,protein_counts,2303,0.52601,21
PBMC,215,0.0025982,SCVI,protein_counts,2701,0.53858,21
PBMC,215,0.0054682,Geneformer,celltype.l3,42,1.05846,44
PBMC,215,0.0054682,Geneformer,celltype.l3,2701,1.18145,44
PBMC,215,0.0054682,Geneformer,protein_counts,42,1.20687,44
PBMC,215,0.0054682,Geneformer,protein_counts,2701,1.4086,44
PBMC,215,0.0054682,PCA,celltype.l3,42,0.89268,44
PBMC,215,0.0054682,PCA,celltype.l3,2303,0.87981,44
PBMC,215,0.0054682,PCA,celltype.l3,2701,0.87024,44
PBMC,215,0.0054682,PCA,protein_counts,42,0.92056,44
PBMC,215,0.0054682,PCA,protein_counts,2701,0.89661,44
PBMC,215,0.0054682,RandomProjection,celltype.l3,42,0.24398,44
PBMC,215,0.0054682,RandomProjection,celltype.l3,2303,0.36326,44
PBMC,215,0.0054682,RandomProjection,celltype.l3,2701,0.29192,44
PBMC,215,0.0054682,RandomProjection,protein_counts,42,0.42362,44
PBMC,215,0.0054682,RandomProjection,protein_counts,2303,0.38537,44
PBMC,215,0.0054682,RandomProjection,protein_counts,2701,0.39658,44
PBMC,215,0.0054682,SCVI,celltype.l3,42,0.83509,44
PBMC,215,0.0054682,SCVI,celltype.l3,2303,0.88093,44
PBMC,215,0.0054682,SCVI,celltype.l3,2701,0.9189,44
PBMC,215,0.0054682,SCVI,protein_counts,42,0.93173,44
PBMC,215,0.0054682,SCVI,protein_counts,2303,0.9757,44
PBMC,215,0.0054682,SCVI,protein_counts,2701,1.02119,44
PBMC,215,0.0115083,Geneformer,celltype.l3,42,1.39817,93
PBMC,215,0.0115083,Geneformer,celltype.l3,2303,1.55507,93
PBMC,215,0.0115083,Geneformer,celltype.l3,2701,1.4589,93
PBMC,215,0.0115083,Geneformer,protein_counts,42,1.5467,93
PBMC,215,0.0115083,Geneformer,protein_counts,2303,1.76673,93
PBMC,215,0.0115083,Geneformer,protein_counts,2701,1.74283,93
PBMC,215,0.0115083,PCA,celltype.l3,42,1.25039,93
PBMC,215,0.0115083,PCA,celltype.l3,2701,1.17976,93
PBMC,215,0.0115083,PCA,protein_counts,42,1.32574,93
PBMC,215,0.0115083,PCA,protein_counts,2701,1.35135,93
PBMC,215,0.0115083,RandomProjection,celltype.l3,42,0.39268,93
PBMC,215,0.0115083,RandomProjection,celltype.l3,2303,0.54115,93
PBMC,215,0.0115083,RandomProjection,celltype.l3,2701,0.46007,93
PBMC,215,0.0115083,RandomProjection,protein_counts,42,0.59161,93
PBMC,215,0.0115083,RandomProjection,protein_counts,2303,0.67607,93
PBMC,215,0.0115083,RandomProjection,protein_counts,2701,0.62227,93
PBMC,215,0.0115083,SCVI,celltype.l3,42,1.44167,93
PBMC,215,0.0115083,SCVI,celltype.l3,2303,1.40675,93
PBMC,215,0.0115083,SCVI,celltype.l3,2701,1.3284,93
PBMC,215,0.0115083,SCVI,protein_counts,42,1.58793,93
PBMC,215,0.0115083,SCVI,protein_counts,2701,1.50582,93
PBMC,215,0.02422,Geneformer,celltype.l3,42,1.56397,196
PBMC,215,0.02422,Geneformer,celltype.l3,2701,1.6921,196
PBMC,215,0.02422,Geneformer,protein_counts,42,1.6937,196
PBMC,215,0.02422,Geneformer,protein_counts,2701,2.01771,196
PBMC,215,0.02422,PCA,celltype.l3,42,1.59186,196
PBMC,215,0.02422,PCA,celltype.l3,2303,1.37967,196
PBMC,215,0.02422,PCA,celltype.l3,2701,1.54621,196
PBMC,215,0.02422,PCA,protein_counts,42,1.79951,196
PBMC,215,0.02422,PCA,protein_counts,2303,1.4827,196
PBMC,215,0.02422,PCA,protein_counts,2701,1.86918,196
PBMC,215,0.02422,RandomProjection,celltype.l3,42,0.71599,196
PBMC,215,0.02422,RandomProjection,celltype.l3,2303,0.82382,196
PBMC,215,0.02422,RandomProjection,celltype.l3,2701,0.66461,196
PBMC,215,0.02422,RandomProjection,protein_counts,42,0.94197,196
PBMC,215,0.02422,RandomProjection,protein_counts,2303,0.99194,196
PBMC,215,0.02422,RandomProjection,protein_counts,2701,0.98609,196
PBMC,215,0.02422,SCVI,celltype.l3,42,1.78004,196
PBMC,215,0.02422,SCVI,celltype.l3,2701,1.77532,196
PBMC,215,0.02422,SCVI,protein_counts,42,2.07693,196
PBMC,215,0.02422,SCVI,protein_counts,2701,2.04818,196
PBMC,215,0.050973,Geneformer,celltype.l3,42,1.70396,413
PBMC,215,0.050973,Geneformer,celltype.l3,2701,1.9173,413
PBMC,215,0.050973,Geneformer,protein_counts,42,1.90534,413
PBMC,215,0.050973,Geneformer,protein_counts,2701,2.29134,413
PBMC,215,0.050973,PCA,celltype.l3,42,2.02682,413
PBMC,215,0.050973,PCA,celltype.l3,2701,1.98354,413
PBMC,215,0.050973,PCA,protein_counts,42,2.24808,413
PBMC,215,0.050973,PCA,protein_counts,2701,2.27549,413
PBMC,215,0.050973,RandomProjection,celltype.l3,42,1.15646,413
PBMC,215,0.050973,RandomProjection,celltype.l3,2701,1.15161,413
PBMC,215,0.050973,RandomProjection,protein_counts,42,1.42514,413
PBMC,215,0.050973,RandomProjection,protein_counts,2701,1.39968,413
PBMC,215,0.050973,SCVI,celltype.l3,42,2.06874,413
PBMC,215,0.050973,SCVI,celltype.l3,2303,2.06074,413
PBMC,215,0.050973,SCVI,celltype.l3,2701,2.02516,413
PBMC,215,0.050973,SCVI,protein_counts,42,2.43179,413
PBMC,215,0.050973,SCVI,protein_counts,2303,2.46737,413
PBMC,215,0.050973,SCVI,protein_counts,2701,2.31132,413
PBMC,215,0.1072766,Geneformer,celltype.l3,42,1.80158,869
PBMC,215,0.1072766,Geneformer,celltype.l3,2303,2.03895,869
PBMC,215,0.1072766,Geneformer,celltype.l3,2701,2.00927,869
PBMC,215,0.1072766,Geneformer,protein_counts,42,1.94639,869
PBMC,215,0.1072766,Geneformer,protein_counts,2303,2.26818,869
PBMC,215,0.1072766,Geneformer,protein_counts,2701,2.40489,869
PBMC,215,0.1072766,PCA,celltype.l3,42,2.30435,869
PBMC,215,0.1072766,PCA,celltype.l3,2303,2.0636,869
PBMC,215,0.1072766,PCA,celltype.l3,2701,2.26751,869
PBMC,215,0.1072766,PCA,protein_counts,42,2.55991,869
PBMC,215,0.1072766,PCA,protein_counts,2701,2.58793,869
PBMC,215,0.1072766,RandomProjection,celltype.l3,42,1.5105,869
PBMC,215,0.1072766,RandomProjection,celltype.l3,2303,1.49761,869
PBMC,215,0.1072766,RandomProjection,celltype.l3,2701,1.52836,869
PBMC,215,0.1072766,RandomProjection,protein_counts,42,1.85281,869
PBMC,215,0.1072766,RandomProjection,protein_counts,2303,1.82084,869
PBMC,215,0.1072766,RandomProjection,protein_counts,2701,1.85624,869
PBMC,215,0.1072766,SCVI,celltype.l3,42,2.32889,869
PBMC,215,0.1072766,SCVI,celltype.l3,2701,2.39399,869
PBMC,215,0.1072766,SCVI,protein_counts,42,2.5938,869
PBMC,215,0.1072766,SCVI,protein_counts,2701,2.50458,869
PBMC,215,0.225772,Geneformer,celltype.l3,42,1.83716,1829
PBMC,215,0.225772,Geneformer,celltype.l3,2701,2.03804,1829
PBMC,215,0.225772,Geneformer,protein_counts,42,1.67293,1829
PBMC,215,0.225772,Geneformer,protein_counts,2701,2.168,1829
PBMC,215,0.225772,PCA,celltype.l3,42,2.50177,1829
PBMC,215,0.225772,PCA,celltype.l3,2303,2.6403,1829
PBMC,215,0.225772,PCA,celltype.l3,2701,2.5029,1829
PBMC,215,0.225772,PCA,protein_counts,42,2.84513,1829
PBMC,215,0.225772,PCA,protein_counts,2303,2.79087,1829
PBMC,215,0.225772,PCA,protein_counts,2701,2.87499,1829
PBMC,215,0.225772,RandomProjection,celltype.l3,42,1.79431,1829
PBMC,215,0.225772,RandomProjection,celltype.l3,2303,1.78299,1829
PBMC,215,0.225772,RandomProjection,celltype.l3,2701,1.81932,1829
PBMC,215,0.225772,RandomProjection,protein_counts,42,2.25101,1829
PBMC,215,0.225772,RandomProjection,protein_counts,2303,2.1969,1829
PBMC,215,0.225772,RandomProjection,protein_counts,2701,2.23993,1829
PBMC,215,0.225772,SCVI,celltype.l3,42,2.56638,1829
PBMC,215,0.225772,SCVI,celltype.l3,2701,2.59718,1829
PBMC,215,0.225772,SCVI,protein_counts,42,2.73077,1829
PBMC,215,0.225772,SCVI,protein_counts,2701,2.84344,1829
PBMC,215,0.4751547,Geneformer,celltype.l3,42,1.82927,3849
PBMC,215,0.4751547,Geneformer,celltype.l3,2701,2.26071,3849
PBMC,215,0.4751547,Geneformer,protein_counts,42,1.13475,3849
PBMC,215,0.4751547,Geneformer,protein_counts,2701,2.60945,3849
PBMC,215,0.4751547,PCA,celltype.l3,42,2.82061,3849
PBMC,215,0.4751547,PCA,celltype.l3,2303,2.92925,3849
PBMC,215,0.4751547,PCA,celltype.l3,2701,2.76659,3849
PBMC,215,0.4751547,PCA,protein_counts,42,3.26291,3849
PBMC,215,0.4751547,PCA,protein_counts,2303,3.25684,3849
PBMC,215,0.4751547,PCA,protein_counts,2701,3.2131,3849
PBMC,215,0.4751547,RandomProjection,celltype.l3,42,2.18977,3849
PBMC,215,0.4751547,RandomProjection,celltype.l3,2701,2.18977,3849
PBMC,215,0.4751547,RandomProjection,protein_counts,42,2.60175,3849
PBMC,215,0.4751547,RandomProjection,protein_counts,2701,2.60175,3849
PBMC,215,0.4751547,SCVI,celltype.l3,42,2.69613,3849
PBMC,215,0.4751547,SCVI,celltype.l3,2303,2.65431,3849
PBMC,215,0.4751547,SCVI,celltype.l3,2701,2.60617,3849
PBMC,215,0.4751547,SCVI,protein_counts,42,2.57639,3849
PBMC,215,0.4751547,SCVI,protein_counts,2303,3.02737,3849
PBMC,215,0.4751547,SCVI,protein_counts,2701,2.69416,3849
PBMC,215,1.0,Geneformer,celltype.l3,42,2.64087,8100
PBMC,215,1.0,Geneformer,celltype.l3,2701,2.52219,8100
PBMC,215,1.0,Geneformer,protein_counts,42,2.83852,8100
PBMC,215,1.0,Geneformer,protein_counts,2701,2.79821,8100
PBMC,215,1.0,PCA,celltype.l3,42,3.08743,8100
PBMC,215,1.0,PCA,celltype.l3,2303,3.21965,8100
PBMC,215,1.0,PCA,celltype.l3,2701,3.08403,8100
PBMC,215,1.0,PCA,protein_counts,42,3.67514,8100
PBMC,215,1.0,PCA,protein_counts,2303,3.57324,8100
PBMC,215,1.0,PCA,protein_counts,2701,3.7319,8100
PBMC,215,1.0,RandomProjection,celltype.l3,42,2.42923,8100
PBMC,215,1.0,RandomProjection,celltype.l3,2303,2.28135,8100
PBMC,215,1.0,RandomProjection,celltype.l3,2701,2.42923,8100
PBMC,215,1.0,RandomProjection,protein_counts,42,2.83812,8100
PBMC,215,1.0,RandomProjection,protein_counts,2303,2.77322,8100
PBMC,215,1.0,RandomProjection,protein_counts,2701,2.83812,8100
PBMC,215,1.0,SCVI,celltype.l3,42,2.80423,8100
PBMC,215,1.0,SCVI,celltype.l3,2303,2.76082,8100
PBMC,215,1.0,SCVI,celltype.l3,2701,2.77874,8100
PBMC,215,1.0,SCVI,protein_counts,42,2.83392,8100
PBMC,215,1.0,SCVI,protein_counts,2701,2.85937,8100
PBMC,464,0.0012346,Geneformer,celltype.l3,42,0.51211,10
PBMC,464,0.0012346,Geneformer,celltype.l3,2303,0.56004,10
PBMC,464,0.0012346,Geneformer,celltype.l3,2701,0.56071,10
PBMC,464,0.0012346,Geneformer,protein_counts,42,0.61517,10
PBMC,464,0.0012346,Geneformer,protein_counts,2303,0.72987,10
PBMC,464,0.0012346,Geneformer,protein_counts,2701,0.74414,10
PBMC,464,0.0012346,PCA,celltype.l3,42,0.3561,10
PBMC,464,0.0012346,PCA,celltype.l3,2303,0.31524,10
PBMC,464,0.0012346,PCA,celltype.l3,2701,0.35472,10
PBMC,464,0.0012346,PCA,protein_counts,42,0.36833,10
PBMC,464,0.0012346,PCA,protein_counts,2303,0.37937,10
PBMC,464,0.0012346,PCA,protein_counts,2701,0.36993,10
